,Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,source,Item_Type_Combined,years
7876,Regular,FDA08,164.6526,2137.8838,0.050043472,11.85,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
7877,Non-Edible,NCD55,41.1454,503.3448,0.024468806000000003,14.0,OUT017,Tier 2,Small,Supermarket Type1,train,Non-consumable,6
7878,Non-Edible,NCR50,154.634,4287.752,0.01181025,20.2,OUT013,Tier 3,High,Supermarket Type1,train,Non-consumable,26
7879,Non-Edible,NCC06,127.0336,3962.8416,0.027028322999999996,19.0,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
7880,Regular,FDC34,154.5972,1869.5664,0.17261532699999999,16.0,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
7881,Regular,FDQ49,155.563,469.389,0.06871772,20.2,OUT019,Tier 1,Small,Grocery Store,train,Food,28
7882,Low Fat,FDS60,181.666,1438.128,0.032421521,20.85,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
7883,Low Fat,FDP10,107.6622,1270.3464,0.127983545,19.0,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
7884,Regular,FDW46,64.3484,2218.4456,0.070288365,13.0,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
7885,Low Fat,FDG53,141.618,139.81799999999998,0.07675510599999999,10.0,OUT010,Tier 3,Small,Grocery Store,train,Food,15
7886,Low Fat,FDP57,103.999,1857.582,0.052434201,17.5,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
7887,Non-Edible,NCP43,181.766,179.766,0.053413906,17.75,OUT019,Tier 1,Small,Grocery Store,train,Non-consumable,28
7888,Low Fat,FDW49,180.2002,5193.9058,0.08301916299999999,19.5,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
7889,Regular,FDA28,124.2362,377.5086,0.080010553,16.1,OUT010,Tier 3,Small,Grocery Store,train,Food,15
7890,Non-Edible,NCS42,91.2146,2554.0088,0.069403341,8.6,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
7891,Regular,FDP21,188.1872,6239.8776,0.025616191,7.420000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
7892,Low Fat,DRJ39,220.1482,3066.6748,0.036326064,20.25,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,16
7893,Low Fat,FDH12,105.02799999999999,2556.672,0.085434195,9.6,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
7894,Low Fat,FDQ13,83.0908,1593.9252,0.010658153,11.1,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
7895,Non-Edible,NCQ06,254.7014,5100.028,0.041994899,13.0,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
7896,Low Fat,FDL40,94.741,1641.1970000000001,0.011556918999999999,17.7,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
7897,Non-Edible,NCE54,74.3354,1880.885,0.026165329444444444,20.7,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
7898,Regular,FDL58,262.3568,790.9704,0.12411034900000001,5.78,OUT010,Tier 3,Small,Grocery Store,train,Food,15
7899,Regular,FDW38,53.0298,377.5086,0.139244918,5.325,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
7900,Low Fat,FDD17,238.1906,3327.6684,0.032599801,7.5,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
7901,Regular,FDK25,166.6474,4211.185,0.157075658,11.6,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
7902,Regular,FDR22,109.9544,5257.1568,0.018472713999999998,19.349999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
7903,Low Fat,FDU35,99.87,1498.05,0.067590211,6.44,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
7904,Low Fat,FDR35,198.9742,995.3710000000001,0.020739698,12.5,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
7905,Non-Edible,NCZ18,253.5698,3805.047,0.186825823,7.825,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
7906,Low Fat,FDF22,212.3218,427.4436,0.09512291,6.865,OUT010,Tier 3,Small,Grocery Store,train,Food,15
7907,Low Fat,FDD17,238.7906,4040.7402,0.03269312,7.5,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
7908,Low Fat,DRD37,45.206,1211.756,0.013841737,9.8,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,16
7909,Regular,FDC08,225.472,3169.208,0.103449993,19.0,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
7910,Regular,FDU57,150.8708,2407.5328,0.089554186,8.27,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
7911,Low Fat,FDZ58,121.8072,2450.144,0.052257982,17.85,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
7912,Regular,FDY01,116.4834,1958.1178,0.170251293,11.8,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
7913,Regular,FDG09,187.1556,4693.89,0.048131556,20.6,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
7914,Non-Edible,NCE54,73.9354,677.1186,0.026899856,20.7,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
7915,Low Fat,FDB34,87.0198,2442.1544,0.026663778,15.25,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
7916,Regular,FDT24,76.2328,1544.656,0.15872563522222224,12.35,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
7917,Regular,FDZ08,83.0592,743.0328,0.10990084300000001,12.5,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
7918,Non-Edible,NCI54,108.9912,1965.4416,0.033651278,15.2,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
7919,Low Fat,FDU34,122.6046,2988.1104,0.075311837,18.25,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
7920,Low Fat,FDP23,218.9166,2394.8826,0.0371275816,6.71,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
7921,Non-Edible,NCV29,176.7686,888.8430000000001,0.039996021,11.799999999999999,OUT019,Tier 1,Small,Grocery Store,train,Non-consumable,28
7922,Regular,FDG10,57.2588,801.6232,0.010886324,6.630000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
7923,Low Fat,FDZ56,167.5474,1010.6844,0.04506213,16.25,OUT019,Tier 1,Small,Grocery Store,train,Food,28
7924,Non-Edible,NCL41,36.3216,276.9728,0.041729735,12.35,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
7925,Low Fat,FDM39,178.7002,4477.505,0.053426165,6.42,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
7926,Non-Edible,NCZ54,161.3552,7148.0288,0.083488992,14.65,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
7927,Low Fat,FDT59,229.4668,4837.7028,0.016596515099999997,13.65,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
7928,Regular,FDV20,128.3678,1398.8458,0.060045008,20.2,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
7929,Non-Edible,NCE43,172.2448,1874.8928,0.10402738,12.5,OUT017,Tier 2,Small,Supermarket Type1,train,Non-consumable,6
7930,Low Fat,FDP15,255.433,9227.988000000001,0.08353607099999999,15.200000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
7931,Low Fat,FDO16,82.225,2247.075,0.015169739,5.48,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
7932,Non-Edible,NCP41,109.4596,647.1576,0.028382853,16.599999999999998,OUT019,Tier 1,Small,Grocery Store,train,Non-consumable,28
7933,Regular,DRD01,56.2614,552.614,0.061299600999999995,12.1,OUT045,Tier 2,Small,Supermarket Type1,train,Drinks,11
7934,Low Fat,FDM56,107.9912,1419.4856,0.07058862099999999,16.7,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
7935,Regular,FDS22,45.9428,307.5996,0.023201357000000002,16.85,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
7936,Low Fat,FDX20,227.072,4074.696,0.042626422000000004,7.365,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
7937,Low Fat,FDE34,183.6634,2362.9242,0.10850167599999999,9.195,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
7938,Low Fat,FDV50,122.37299999999999,985.3839999999999,0.122571209,14.3,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
7939,Non-Edible,NCU17,101.2674,2241.0828,0.093408695,5.32,OUT017,Tier 2,Small,Supermarket Type1,train,Non-consumable,6
7940,Non-Edible,NCP53,235.6906,5704.5744,0.032731074,14.75,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
7941,Regular,FDW09,80.2302,79.2302,0.043386130999999994,13.65,OUT010,Tier 3,Small,Grocery Store,train,Food,15
7942,Regular,FDW55,248.6092,3237.1196,0.021969896000000003,12.6,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
7943,Non-Edible,NCE31,33.6216,934.7832,0.183948465,7.670000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
7944,Regular,FDO49,49.7008,961.4152,0.033052168,10.6,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
7945,Low Fat,FDH34,184.6582,185.7582,0.054443762,8.63,OUT019,Tier 1,Small,Grocery Store,train,Food,28
7946,Regular,FDJ38,188.553,3795.06,0.040172077,8.6,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
7947,Low Fat,FDG32,224.0772,1556.6404,0.175995526,19.85,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
7948,Low Fat,DRQ35,125.5388,2848.2924,0.042530668,9.3,OUT017,Tier 2,Small,Supermarket Type1,train,Drinks,6
7949,Regular,FDK25,167.8474,336.8948,0.274592283,11.599999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
7950,Low Fat,FDD58,99.67,1897.53,0.059594017,7.76,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
7951,Low Fat,FDB15,265.2568,4218.5088,0.136784873,10.895,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
7952,Low Fat,DRF60,238.1564,5243.8408,0.04558210075000001,10.8,OUT018,Tier 3,Medium,Supermarket Type2,train,Drinks,4
7953,Regular,FDH04,91.0488,271.6464,0.019912606,6.115000000000001,OUT019,Tier 1,Small,Grocery Store,train,Food,28
7954,Regular,FDM04,52.8666,1384.1982,0.04719387,9.195,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
7955,Low Fat,FDO58,166.0526,3124.5994,0.039638705,19.6,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
7956,Low Fat,FDQ24,253.3724,6795.1548,0.074083388,15.7,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
7957,Low Fat,DRP35,127.4336,894.8352,0.09105157900000001,18.85,OUT045,Tier 2,Small,Supermarket Type1,train,Drinks,11
7958,Low Fat,DRI47,144.5128,3307.6944,0.02090277,14.7,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,26
7959,Low Fat,FDF35,108.5938,1393.5194,0.15386118099999999,15.0,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
7960,Regular,FDP31,65.0168,639.168,0.161504957,21.1,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
7961,Low Fat,FDQ52,248.3434,6208.585,0.119871307,17.0,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
7962,Regular,FDM12,188.6214,565.2642,0.069903773,16.7,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
7963,Non-Edible,NCS42,92.5146,2006.7212,0.069416467,8.6,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
7964,Regular,FDO31,79.296,1118.5439999999999,0.02914662,6.76,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
7965,Regular,FDU19,173.9422,3103.9596,0.046771477,8.77,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
7966,Non-Edible,NCE19,53.4956,2129.2284,0.092564193,8.97,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
7967,Regular,FDR16,213.2218,7266.5412,0.104998144,5.845,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
7968,Regular,FDF56,181.9976,5432.928000000001,0.119704498,16.7,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
7969,Low Fat,DRJ59,38.8164,77.2328,0.03242518,11.65,OUT010,Tier 3,Small,Grocery Store,train,Drinks,15
7970,Low Fat,FDH16,88.28299999999999,2157.192,0.052300844000000006,10.5,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
7971,Low Fat,FDI28,78.3302,1267.6832,0.026362623999999998,14.3,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
7972,Low Fat,FDC58,45.7428,615.1992,0.031510547374999996,10.195000000000002,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
7973,Low Fat,FDU13,148.0418,1471.418,0.18755862899999998,8.355,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
7974,Low Fat,FDX58,183.095,1830.95,0.04376368,13.15,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
7975,Regular,FDU16,82.5908,922.7988,0.051030204,19.25,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
7976,Regular,FDX35,228.2036,2504.7396,0.08007260299999999,5.035,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
7977,Regular,FDL21,41.048,798.96,0.007146415,15.85,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
7978,Low Fat,DRM37,197.3768,3350.3056,0.096317593,15.35,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,26
7979,Low Fat,FDR35,197.2742,3782.4098,0.020729901999999998,12.5,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
7980,Regular,FDW32,87.5882,171.7764,0.15783357,18.35,OUT010,Tier 3,Small,Grocery Store,train,Food,15
7981,Regular,FDY34,167.0842,6465.5838,0.010928678,10.5,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
7982,Low Fat,FDQ44,120.1756,2059.9852,0.036110222000000004,20.5,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
7983,Low Fat,DRD24,143.1154,2552.6772,0.030842962999999998,13.85,OUT049,Tier 1,Medium,Supermarket Type1,train,Drinks,14
7984,Low Fat,DRE12,111.186,1245.046,0.061980949875,4.59,OUT045,Tier 2,Small,Supermarket Type1,train,Drinks,11
7985,Non-Edible,NCX29,147.1102,2916.204,0.089078338,10.0,OUT013,Tier 3,High,Supermarket Type1,train,Non-consumable,26
7986,Low Fat,FDS07,113.6518,1593.9252,0.100164204,12.35,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
7987,Regular,FDI27,43.8744,1222.4088,0.045763622999999996,8.71,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
7988,Regular,FDL02,107.4622,1587.933,0.10399676,20.0,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
7989,Regular,FDN58,232.6984,1390.1904,0.057104065999999995,13.8,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
7990,Low Fat,DRK12,33.39,732.38,0.041971264,9.5,OUT045,Tier 2,Small,Supermarket Type1,train,Drinks,11
7991,Regular,FDC60,88.3514,2833.6448,0.11447240300000001,5.425,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
7992,Low Fat,FDV45,187.9556,2440.8228,0.045117476,16.75,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
7993,Regular,FDB23,223.8062,5642.655,0.0058289598,19.2,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
7994,Non-Edible,NCA29,171.3106,3593.3226,0.02727641,10.5,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
7995,Regular,FDO20,252.0382,4037.4112,0.152747503,12.85,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
7996,Non-Edible,NCH55,127.50200000000001,379.506,0.060706749000000004,16.349999999999998,OUT019,Tier 1,Small,Grocery Store,train,Non-consumable,28
7997,Low Fat,FDO32,45.706,838.908,0.120788077,6.36,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
7998,Regular,FDS59,111.85700000000001,109.85700000000001,0.076851759,14.799999999999999,OUT019,Tier 1,Small,Grocery Store,train,Food,28
7999,Regular,FDR59,263.2594,2878.2534,0.063810405,14.5,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
8000,Low Fat,FDS55,150.0734,4454.202,0.081328781,7.02,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
8001,Low Fat,FDT21,247.1092,4233.1564,0.020387989,7.42,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
8002,Non-Edible,NCR38,253.5724,5033.448,0.113518466,17.25,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
8003,Low Fat,FDJ22,190.6504,1342.2528,0.052917345,18.75,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
8004,Regular,FDB57,220.5772,2446.1492,0.018911473999999998,20.25,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
8005,Regular,FDR52,192.3846,1910.846,0.075981306,12.65,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
8006,Non-Edible,NCO41,96.7384,2167.8448,0.018848862,12.5,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
8007,Low Fat,FDG47,261.4252,262.3252,0.116527666,12.8,OUT010,Tier 3,Small,Grocery Store,train,Food,15
8008,Low Fat,FDB44,212.4586,2743.7618,0.016347536555555556,6.655,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
8009,Low Fat,FDY14,263.0226,4229.1616,0.070040195,10.3,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
8010,Non-Edible,NCN55,239.2538,3605.3070000000002,0.059827007,14.6,OUT017,Tier 2,Small,Supermarket Type1,train,Non-consumable,6
8011,Regular,FDV48,77.4644,1414.1592,0.051827122999999996,9.195,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
8012,Low Fat,FDA21,185.2924,3146.5708,0.03595391,13.65,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
8013,Low Fat,FDZ27,51.235,848.895,0.017182935,7.935,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
8014,Low Fat,FDW58,104.1622,1693.7952,0.007546808,20.75,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
8015,Regular,FDH45,41.6796,784.3124,0.10583111699999999,15.1,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
8016,Low Fat,FDH38,115.2808,117.1808,0.018275994,6.424999999999999,OUT019,Tier 1,Small,Grocery Store,train,Food,28
8017,Low Fat,FDL43,76.367,765.67,0.027064381000000002,10.1,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
8018,Regular,FDD38,100.3674,1833.6132,0.008549672300000002,16.75,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
8019,Low Fat,FDV02,173.0106,3593.3226,0.06063976,16.75,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
8020,Non-Edible,NCF31,152.8024,1214.4192,0.051847425,9.13,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
8021,Non-Edible,NCN05,182.195,2380.235,0.014518575,8.235,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
8022,Regular,FDZ16,194.1478,5812.434,0.159722816,16.85,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
8023,Non-Edible,NCT18,181.5976,4165.2448,0.05911748,14.599999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
8024,Non-Edible,NCP50,79.4618,1772.3596,0.020555958,17.35,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
8025,Low Fat,FDW13,50.5324,207.7296,0.17138350600000002,8.5,OUT019,Tier 1,Small,Grocery Store,train,Food,28
8026,Non-Edible,NCS53,159.9604,2218.4456,0.090286009,14.5,OUT017,Tier 2,Small,Supermarket Type1,train,Non-consumable,6
8027,Low Fat,DRG03,153.0998,4921.5936,0.061986574,14.5,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,16
8028,Low Fat,DRE60,227.872,1584.604,0.160235723,9.395,OUT017,Tier 2,Small,Supermarket Type1,train,Drinks,6
8029,Low Fat,FDK21,248.3408,751.0224,0.010032624,7.905,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
8030,Low Fat,FDF52,183.3292,364.8584,0.116928924,9.299999999999999,OUT019,Tier 1,Small,Grocery Store,train,Food,28
8031,Non-Edible,NCN43,121.37299999999999,246.34599999999998,0.011835436000000001,12.150000000000002,OUT019,Tier 1,Small,Grocery Store,train,Non-consumable,28
8032,Low Fat,FDW13,52.5324,1194.4452,0.09788471800000001,8.5,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
8033,Regular,FDW14,87.7198,1831.6158,0.038204311,8.3,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
8034,Low Fat,FDG24,84.525,416.125,0.014631149,7.975,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
8035,Regular,FDR19,145.4102,3499.4448,0.16004458900000001,13.5,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
8036,Non-Edible,NCG06,256.1646,5926.2858,0.02930277,16.349999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
8037,Regular,FDK10,181.36599999999999,1977.4260000000002,0.040351229,5.785,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
8038,Low Fat,DRK12,32.09,432.77,0.042123243,9.5,OUT017,Tier 2,Small,Supermarket Type1,train,Drinks,6
8039,Low Fat,FDY55,258.0988,8994.958,0.08148512599999999,16.75,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
8040,Regular,FDV04,158.4288,2985.4472,0.149288779,7.825000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
8041,Regular,FDE23,46.006,326.242,0.045393391777777785,17.6,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
8042,Regular,FDI08,250.2092,2988.1104,0.06656712099999999,18.2,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
8043,Low Fat,DRA12,143.0154,283.6308,0.068535039,11.6,OUT010,Tier 3,Small,Grocery Store,train,Drinks,15
8044,Low Fat,FDF22,212.0218,2350.9398,0.057062185999999994,6.865,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
8045,Low Fat,FDQ57,145.976,3515.4240000000004,0.027991092999999998,7.275,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
8046,Low Fat,FDP07,197.511,392.82199999999995,0.089901774,18.2,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
8047,Low Fat,DRE37,189.1872,1890.872,0.09169146077777778,13.5,OUT035,Tier 2,Small,Supermarket Type1,train,Drinks,9
8048,Low Fat,DRF25,36.119,1098.57,0.038892859,9.0,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,26
8049,Low Fat,DRF03,38.8138,731.0484,0.045270425999999996,19.1,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,26
8050,Regular,FDN51,260.2936,4175.8976,0.020942867,17.85,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
8051,Regular,FDD21,114.2176,2175.8344,0.030693756000000003,10.3,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
8052,Non-Edible,NCY42,145.14700000000002,3006.087,0.015162573,6.38,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
8053,Regular,FDH28,37.0506,986.7156,0.11483888260000001,15.849999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
8054,Non-Edible,NCZ29,126.3362,503.3448,0.11946118800000001,15.0,OUT010,Tier 3,Small,Grocery Store,train,Non-consumable,15
8055,Low Fat,FDN60,159.2604,2852.2872,0.09515808099999999,15.1,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
8056,Non-Edible,NCW06,191.6162,1731.7458,0.050545502,16.2,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
8057,Non-Edible,NCS30,129.3652,4391.6168,0.093405156,5.945,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
8058,Regular,FDW26,224.2772,667.1316,0.179191782,11.8,OUT010,Tier 3,Small,Grocery Store,train,Food,15
8059,Regular,FDQ01,256.1014,3060.0168,0.160951491,19.7,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
8060,Low Fat,FDH27,145.0128,143.8128,0.10215795800000001,7.075000000000001,OUT019,Tier 1,Small,Grocery Store,train,Food,28
8061,Non-Edible,NCX41,211.9244,2117.244,0.017791458,19.0,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
8062,Low Fat,FDH58,115.9834,2073.3012,0.036997103999999996,12.3,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
8063,Low Fat,DRB25,107.0938,214.3876,0.116261335,12.3,OUT010,Tier 3,Small,Grocery Store,train,Drinks,15
8064,Low Fat,FDG45,210.4902,5309.755,0.12829573,8.1,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
8065,Low Fat,FDP11,216.6166,4136.6154,0.069100548,15.85,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
8066,Regular,FDV19,161.2578,4171.9028,0.035257037000000005,14.85,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
8067,Regular,FDT32,186.5214,2261.0568,0.065633934,19.0,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
8068,Non-Edible,NCU53,166.2842,1989.4104,0.042743727999999995,5.485,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
8069,Non-Edible,NCA30,188.8872,3592.6568,0.129309277,19.0,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
8070,Regular,FDH20,98.441,868.8689999999999,0.02404980188888889,16.1,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
8071,Low Fat,DRD25,114.286,2376.906,0.08238455419999999,6.135,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,16
8072,Regular,FDK25,168.0474,4379.6324,0.156802171,11.6,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
8073,Low Fat,FDF02,101.399,1031.99,0.10363403800000001,16.2,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
8074,Low Fat,FDC04,242.3854,2416.854,0.045055587,15.6,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
8075,Low Fat,FDH21,159.4604,316.9208,0.031199027999999997,10.395,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
8076,Low Fat,DRG03,154.2998,1691.7978,0.062239080999999995,14.5,OUT018,Tier 3,Medium,Supermarket Type2,train,Drinks,4
8077,Non-Edible,NCY06,132.2968,1696.4584,0.06153089,15.25,OUT017,Tier 2,Small,Supermarket Type1,train,Non-consumable,6
8078,Regular,FDM08,222.9088,5145.3024,0.053692878,10.1,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
8079,Non-Edible,NCD31,166.0526,3617.9572,0.01545846,12.1,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
8080,Regular,FDU09,54.1956,3002.758,0.06627464,7.71,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
8081,Regular,FDB49,98.5384,1872.2296,0.030274175,8.3,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
8082,Low Fat,FDQ58,154.034,612.536,0.015332871999999999,7.315,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
8083,Regular,FDJ58,172.6764,2920.1988,0.10589167,15.6,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
